gene,gene_name,zscore,pvalue,pred_perf_R2,VAR_g,n,covariance_n,model_n
FAM184B,FAM184B,-0.336974843553,0.736135864106,0.0112877847145,0.00477555034404,3,3,3
AFF4,AFF4,-0.336829044879,0.736245776531,0.0242200400024,0.0200891165268,35,37,37
HMGCS1,HMGCS1,0.336433394252,0.736544070633,0.000328593191239,0.00176548877007,6,6,6
EXOC1,EXOC1,0.33639751094,0.736571126214,0.038987003971,0.00770214990975,9,10,10
BEND4,BEND4,0.336198979485,0.736720822419,0.00632002763301,0.00553722858284,4,4,4
ZYX,ZYX,-0.336170508265,0.736742291039,0.435527474136,0.394706527176,53,53,53
DDX60,DDX60,0.336124159938,0.736777240265,0.000914206149396,0.00373452558168,17,17,17
SNRPB,SNRPB,-0.336097389983,0.736797426554,0.0315495141231,0.0189816400302,12,12,12
API5,API5,-0.336037589051,0.736842521005,0.0122732832277,0.00648906103415,11,11,11
PDE4A,PDE4A,0.335933412927,0.736921079891,0.045208105195,0.0378431659532,32,32,32
HLA-DMA,HLA-DMA,0.335760829508,0.737051230552,0.059000193748,0.0502631724357,31,31,31
C8orf38,C8orf38,0.335566229743,0.737197993488,0.0355556077562,0.0223734797119,33,34,34
C10orf68,C10orf68,0.335399314094,0.737323885299,0.134590596695,0.132228575878,48,49,49
RLN1,RLN1,-0.335383645663,0.737335703169,0.041511749736,0.0375602566254,22,22,22
ZDHHC18,ZDHHC18,-0.335042985116,0.737592660792,0.219142783479,0.180548427446,50,50,50
FGR,FGR,0.335029529479,0.737602810877,0.0162484009367,0.00805757917142,5,5,5
HLA-DQA2,HLA-DQA2,0.335016821279,0.737612397185,0.758366559534,0.791112811551,69,69,69
CEP78,CEP78,-0.33497596805,0.737643214701,0.135105877389,0.0953787359469,11,11,11
TAS2R4,TAS2R4,-0.33495127433,0.737661842542,0.0586854522569,0.0409353510227,19,19,19
SLC9A3R1,SLC9A3R1,0.334759719883,0.737806347906,0.0418961239561,0.0147476285269,6,7,7
GTF2H5,GTF2H5,0.334718418901,0.737837505868,0.253454677846,0.253686616064,85,86,86
PFKM,PFKM,0.334501618484,0.738001069795,0.0480661317137,0.0606184223773,67,70,70
FRMD4B,FRMD4B,0.334435194154,0.738051185654,0.0564491042107,0.0451782192517,22,22,22
TRIT1,TRIT1,0.333808880525,0.738523781755,0.370849155604,0.279039786335,32,32,32
ITIH4,ITIH4,-0.33368534696,0.738617007879,0.586612948874,0.580243431637,67,67,67
DSCAML1,DSCAML1,0.333653385641,0.738641128507,0.235033479112,0.170820914621,63,64,64
CD28,CD28,-0.333628681725,0.738659772281,0.0807644934066,0.0635461650701,25,25,25
ZNF584,ZNF584,0.333479086987,0.738772673068,0.475740201114,0.464053279572,26,27,27
LRRC8B,LRRC8B,0.333331285277,0.738884226168,0.589963920735,0.538623925977,51,51,51
ATN1,ATN1,0.333265468495,0.738933903046,0.0205971919136,0.0283408704733,52,52,52
DLG5,DLG5,-0.333069412177,0.739081887959,0.476362168595,0.40618658073,49,49,49
ATF4,ATF4,0.333008222143,0.739128076677,0.1417569799,0.10731339912,14,14,14
SPAG5,SPAG5,-0.332888522575,0.739218433482,0.00744710924957,0.00577551481431,25,25,25
TEC,TEC,-0.332780471978,0.7393,0.000309771844344,0.000257600615685,1,1,1
SV2B,SV2B,-0.332742913315,0.739328353416,0.0206612568832,0.0116481219137,17,17,17
KCNG2,KCNG2,-0.33244009726,0.739556965276,0.282657135163,0.224266101246,24,24,24
BGLAP,BGLAP,-0.332428309134,0.739565865222,0.024060142659,0.014190083892,10,10,10
RBBP9,RBBP9,-0.33240667529,0.7395821987,0.0935176436997,0.0711594953637,27,27,27
ARFIP1,ARFIP1,-0.332316207535,0.739650502819,0.398737323413,0.374003679514,54,54,54
MATN2,MATN2,-0.332217036908,0.739725380059,0.262875993749,0.188118272316,13,13,13
MUM1,MUM1,0.332180695962,0.739752819342,0.0115170085927,0.011297276356,19,19,19
MAP2,MAP2,0.332120286462,0.739798432355,0.0314982487063,0.0205725531716,29,30,30
C19orf63,C19orf63,-0.331854802534,0.739998900446,0.135545751365,0.0997123936657,29,29,29
CASKIN2,CASKIN2,0.331725929311,0.740096219556,0.179685383735,0.110372242769,42,43,43
CORO7,CORO7,0.331577785595,0.740208095994,0.00879836482283,0.00576796929169,3,3,3
NUB1,NUB1,0.331531535342,0.740243024781,0.0478590680727,0.0304815745091,18,18,18
ZNF678,ZNF678,0.33142016429,0.740327135832,0.0245089174461,0.0230770593626,37,37,37
VPS41,VPS41,0.331257147089,0.740450257338,0.0813286960267,0.0984962248321,83,83,83
KIF19,KIF19,0.331207847997,0.740487492622,0.0195308086708,0.0118331083148,16,16,16
LRRC41,LRRC41,0.331191288552,0.7405,0.00827322968663,1.29417116308e-05,1,1,1
NAA16,NAA16,-0.331027454945,0.740623747508,0.0372972507247,0.0230571863517,18,18,18
HRASLS5,HRASLS5,-0.330964415319,0.740671364658,0.0215431913298,0.0171802351878,15,15,15
ATP7B,ATP7B,0.330868192039,0.740744049087,0.148396575037,0.14155345245,60,60,60
SGPP2,SGPP2,-0.330805872093,0.740791125101,0.0432328400515,0.0202604912651,10,10,10
CLCC1,CLCC1,-0.330568037583,0.740970792401,0.0368372306841,0.0244983110856,45,46,46
ZRANB1,ZRANB1,-0.330229675445,0.74122642562,0.000287792159443,0.00228194390207,7,7,7
C17orf81,C17orf81,-0.330228079636,0.741227631324,0.029608739055,0.0343585430646,47,47,47
CR1,CR1,-0.330078531926,0.741340624058,0.0348202560037,0.026867037081,18,18,18
TAF1C,TAF1C,-0.33001896614,0.741385631322,0.20281341945,0.142523860339,20,20,20
PHGDH,PHGDH,-0.329639715355,0.741672209862,0.19377335894,0.219450763829,46,48,48
C9orf84,C9orf84,-0.329583472391,0.741714712566,0.00961513357801,0.0119742766535,35,35,35
UBE3C,UBE3C,0.329106867607,0.742074913534,0.0588713812561,0.0410248105336,30,30,30
COX10,COX10,-0.329053872437,0.742114968893,0.0126980758495,0.00456948029351,6,6,6
C5orf4,C5orf4,0.329037482116,0.742127357337,0.20594314147,0.139863624616,17,17,17
COQ10B,COQ10B,-0.32880187055,0.742305449131,0.0150544007586,0.0121158271489,14,14,14
PIGL,PIGL,0.328572971404,0.742478480418,0.214211921795,0.144663354048,5,5,5
PXMP4,PXMP4,-0.328389380348,0.742617271455,0.0203583772597,0.0244373820371,15,15,15
KLF4,KLF4,0.328352728941,0.742644980162,0.00273345636345,0.00515711129463,25,25,25
VANGL1,VANGL1,-0.328245683225,0.742725909342,0.155877597075,0.142115648856,68,68,68
TOE1,TOE1,0.328038206772,0.742882774714,0.0091389799468,0.00953444006608,17,17,17
SLC43A3,SLC43A3,-0.3280039165,0.742908701365,0.0219357368807,0.0244255749156,28,28,28
RABL2A,RABL2A,-0.327924761137,0.742968551332,0.0277214250668,0.0205050806087,24,24,24
KLHL7,KLHL7,0.327855604352,0.743020842571,0.0284105064157,0.0199426032061,19,19,19
MKKS,MKKS,-0.327851319996,0.743024082122,0.205876765075,0.160542619629,30,30,30
TEPP,TEPP,0.327741849279,0.74310685831,0.442055808792,0.354286914526,18,18,18
FANCI,FANCI,-0.32771092037,0.743130245716,0.00691346864492,0.0121738185533,25,25,25
CYTIP,CYTIP,0.327618674981,0.7432,1.98666659917e-05,0.000737269397687,1,1,1
FCRL2,FCRL2,0.327400943609,0.743364652859,0.00934759925982,0.0103953430573,28,28,28
ZNF426,ZNF426,0.327370533364,0.743387650634,0.00326100140753,0.0105897237481,29,31,31
LTB4R,LTB4R,-0.326393098391,0.744126958563,0.0170369874558,0.00832341164778,11,11,11
ZSCAN21,ZSCAN21,-0.326313505775,0.744187170868,0.0326418031931,0.0252396618201,17,17,17
MPP2,MPP2,-0.326147708535,0.744312602524,0.3899048397,0.325613552249,27,27,27
KCNQ1,KCNQ1,0.326130283027,0.74432578595,0.0205262894917,0.00641279417153,3,3,3
ZNF239,ZNF239,-0.326033379169,0.744399100809,0.289963235214,0.218619680373,37,37,37
MON1B,MON1B,0.325972889259,0.744444867026,0.645160253097,0.560852445646,47,47,47
ARL5A,ARL5A,0.325900818187,0.744499396642,0.00268671479782,0.00372117708722,7,7,7
SLC26A8,SLC26A8,-0.325895801359,0.744503192467,0.0815215877891,0.0567830174468,50,50,50
HSF4,HSF4,-0.32587604272,0.744518142278,0.00012676124613,0.00152763706644,4,5,5
RPL3,RPL3,0.325860270703,0.744530075794,1.37424308125e-05,0.000834648370715,3,3,3
CAMK1,CAMK1,0.325770684964,0.744597859844,0.000493641161488,0.00166075168657,9,9,9
LAPTM4A,LAPTM4A,-0.325754971347,0.744609749582,0.00184467042342,0.00498762315214,11,11,11
CA13,CA13,-0.32570149918,0.744650209851,0.0920293113256,0.068775529272,33,33,33
PPARA,PPARA,-0.325602688596,0.744724977757,0.00745577524929,0.0223310269307,49,49,49
KPTN,KPTN,-0.325590215774,0.744734415852,0.0113711484328,0.0146477665683,31,31,31
CELSR2,CELSR2,0.325373754919,0.744898216332,0.159654545377,0.0872916712259,29,30,30
RSU1,RSU1,-0.32533345342,0.744928714598,0.488143237002,0.393770460111,18,18,18
NLRX1,NLRX1,-0.32517166764,0.745051150439,0.00345074978108,0.012540673437,29,29,29
ZHX2,ZHX2,-0.32508561471,0.745116275987,0.0234655006419,0.0263352556068,37,37,37
UBAC1,UBAC1,0.324759381924,0.745363188116,0.0589796255891,0.0475994043287,46,46,46
THBS1,THBS1,0.324264725374,0.745737623139,0.217059324019,0.178310684827,76,76,76
IQCD,IQCD,-0.324077970112,0.745879004951,0.0283621240865,0.0294574182257,34,35,35
UPP1,UPP1,0.323961118483,0.745967471041,0.134967128227,0.0975263264707,32,32,32
CIDEB,CIDEB,-0.323860233866,0.746043851512,0.00194453166714,0.00182758044445,2,2,2
C22orf28,C22orf28,0.3237062775,0.746160417796,0.0241988365564,0.0129798175591,14,15,15
ZWINT,ZWINT,-0.323556844959,0.746273564474,9.49472257494e-05,0.000441052964269,3,3,3
DNAJB7,DNAJB7,-0.323555844642,0.746274321908,0.609265885828,0.584602458011,44,45,45
GLO1,GLO1,-0.323539015518,0.746287064857,0.116996510177,0.0792472659281,9,9,9
ACOT13,ACOT13,-0.323403238595,0.746389877171,0.0735577117711,0.0444243173457,12,12,12
RPS23,RPS23,-0.323231600618,0.746519850471,0.173276825109,0.120574203653,31,32,32
TUBA1C,TUBA1C,-0.323229545594,0.746521406687,0.0646225217432,0.0577232133746,69,72,72
ARFGAP3,ARFGAP3,-0.323027989219,0.746674045077,0.00546749173859,0.00226486675477,4,4,4
KDM4D,KDM4D,-0.322989371718,0.746703291197,0.00231651462544,0.0135850391415,50,50,50
PHLDB2,PHLDB2,0.322924217569,0.746752635094,0.00227514246358,0.00478160764755,9,9,9
LMAN2L,LMAN2L,-0.32279831918,0.746847986025,0.0661699650895,0.0688168061122,23,23,23
KPNA6,KPNA6,0.322775732263,0.746865092957,0.0580928824847,0.0271640126144,18,18,18
FITM1,FITM1,0.322761260508,0.746876053674,9.04374567538e-07,0.00087005669724,3,3,3
CPEB2,CPEB2,-0.322718572469,0.746908385332,0.0685007881022,0.0428608004311,30,30,30
KIF5B,KIF5B,-0.322707518175,0.746916757859,0.043634689227,0.0190037689681,13,13,13
GPR155,GPR155,-0.322681078351,0.746936783514,0.0781908646097,0.0387520153941,9,9,9
TOMM40L,TOMM40L,0.322628184169,0.746976846345,0.221159944312,0.154036110505,24,24,24
RDH11,RDH11,0.322320819892,0.747209662092,0.14386545121,0.0985719264471,27,27,27
CENPF,CENPF,-0.32231028875,0.747217639406,0.00839596878243,0.00407139206496,3,3,3
PARP3,PARP3,0.322210454817,0.747293264708,0.000184993783516,0.000868151536498,2,2,2
LAMA2,LAMA2,-0.322178546313,0.747317436264,0.0415011623052,0.0370394894351,57,58,58
CLK4,CLK4,0.322131084848,0.747353390068,0.207066854784,0.149703316927,25,26,26
RDM1,RDM1,0.32206114858,0.747406370364,0.0374845416278,0.0174912705258,11,12,12
CHL1,CHL1,0.321691708969,0.747686259538,0.066867576818,0.0542392734953,50,50,50
KLHL11,KLHL11,0.321497868419,0.747833127351,0.00216824451603,0.00436212887164,10,10,10
SGCA,SGCA,0.321435043419,0.747880730142,0.445639723896,0.394971260987,11,11,11
DBF4B,DBF4B,0.321154464905,0.748093337501,0.546652388965,0.502799672331,56,56,56
CLDN23,CLDN23,-0.321083841089,0.748146855462,0.264236500598,0.238047411079,37,39,39
RECQL5,RECQL5,0.320981345513,0.748224527655,0.0517189355622,0.0703801538338,68,73,73
SORT1,SORT1,0.320638699517,0.748484206834,0.0167112681761,0.008750222422,11,11,11
ANKRD26,ANKRD26,0.32010431038,0.748889258237,0.0768813777971,0.0900127981555,89,89,89
IAH1,IAH1,-0.320096015101,0.748895546363,0.03122367539,0.0160547101539,19,19,19
NOTCH2,NOTCH2,0.319879467106,0.749059703608,0.00198847809711,0.00738161076035,26,26,26
ENG,ENG,0.319746610138,0.749160423325,0.141840317356,0.0919549781129,18,18,18
INSC,INSC,0.319724815983,0.749176946021,0.146211121486,0.122163049244,48,48,48
CENPC1,CENPC1,0.319723834023,0.749177690473,0.150714658946,0.123141788758,31,31,31
LSM4,LSM4,0.319624430718,0.749253052101,0.185457958801,0.169107906982,57,57,57
ZNF404,ZNF404,0.318881486272,0.749816383831,0.000641124050893,9.57416873129e-05,5,5,5
FOXJ3,FOXJ3,-0.318797624855,0.749879979473,0.000317007775123,0.000677178127576,9,9,9
CBL,CBL,-0.318791478643,0.749884640471,0.0374258710614,0.0530126341373,59,59,59
TAS2R5,TAS2R5,0.318781765551,0.749892006442,0.130431714874,0.0939829392954,29,29,29
DNLZ,DNLZ,-0.318739768052,0.749923855713,0.723931134887,0.665182251124,168,168,168
SEPHS2,SEPHS2,-0.318576985853,0.750047307436,0.0511870465011,0.030103725813,5,5,5
DDRGK1,DDRGK1,-0.318316223509,0.750245079259,0.0446335000273,0.0292790261749,10,10,10
TTC39B,TTC39B,-0.318285308958,0.750268527089,0.611735031541,0.552668013215,41,41,41
FBXO30,FBXO30,-0.318065644086,0.750435143446,0.00290333219001,0.00305263880793,11,11,11
SLC25A41,SLC25A41,-0.318007935153,0.750478917747,0.605244287928,0.557186355452,9,9,9
KIAA1257,KIAA1257,-0.317941931546,0.750528984843,0.0653695252955,0.0659927791232,26,27,27
EIF2AK4,EIF2AK4,0.317618731481,0.750774163707,0.338406725168,0.276577875898,47,47,47
PFN2,PFN2,0.317482601168,0.7508774394,0.394981356364,0.344389467128,46,46,46
RXRA,RXRA,0.317465804897,0.750890182253,0.00362242151061,0.00658722399073,19,19,19
NLRP1,NLRP1,0.317437990066,0.750911284725,0.0156360615831,0.00745430626879,13,14,14
PLCD3,PLCD3,0.317426088043,0.750920314572,0.0286831731986,0.0318279570797,34,34,34
CTSH,CTSH,0.317332126008,0.75099160305,0.49594593955,0.451186853818,70,70,70
AIM1,AIM1,0.317281114061,0.751030306424,0.144835924356,0.12514900894,58,58,58
ID2,ID2,-0.31720939619,0.751084720688,0.0114955954023,0.00636844836407,14,14,14
SH2B3,SH2B3,0.316709955397,0.751463694073,0.0411270873169,0.034499073897,21,21,21
MAD2L1,MAD2L1,-0.316573298332,0.751567399278,1.76044926253e-05,0.000675004673398,8,8,8
HSD17B13,HSD17B13,0.316537630864,0.751594467054,0.454286050839,0.401629914485,100,100,100
C17orf103,C17orf103,0.316507264348,0.751617512219,0.310051956299,0.269647275186,32,32,32
BRPF1,BRPF1,-0.316444797599,0.751664918964,0.00485835739352,0.00251713923582,10,10,10
C22orf25,C22orf25,0.316436784846,0.751671000003,0.0546615269816,0.035159160186,16,16,16
ARHGEF25,ARHGEF25,-0.31639261198,0.751704523957,0.0168807614793,0.00987502620224,12,12,12
UGP2,UGP2,-0.316096436778,0.751929311235,0.00652405465352,0.0102417228787,12,12,12
MAML2,MAML2,0.315992342595,0.752008320309,0.0066810736048,0.00378850689368,8,8,8
DOK4,DOK4,-0.315942900009,0.752045848898,0.132118330569,0.116844839767,80,80,80
CTSC,CTSC,-0.315887653955,0.752087783207,0.592848672291,0.512360308712,45,45,45
SLC6A6,SLC6A6,-0.315704568297,0.752226758918,0.124054596789,0.0748329773317,7,7,7
MOCS1,MOCS1,-0.315615990861,0.752293998701,0.373866819836,0.450362661898,192,193,193
TULP4,TULP4,0.315499350172,0.752382544375,0.0263463588379,0.0177300923654,21,21,21
ZRANB2,ZRANB2,-0.31549559071,0.752385398357,0.00736934973241,0.00724920832354,19,19,19
TMOD4,TMOD4,0.315370934301,0.752480032733,0.00171596207427,0.00206891564128,5,5,5
HK3,HK3,-0.315308540711,0.752527400957,0.00473060017835,0.00450901932144,12,12,12
CLN5,CLN5,-0.314694630905,0.75299352121,0.119449064006,0.116392854296,67,69,69
COPS7A,COPS7A,0.314384450747,0.753229064417,0.154292740372,0.10961247287,17,18,18
ZNF783,ZNF783,0.314370177958,0.753239903376,0.0790469804566,0.0695391099415,60,60,60
SERP2,SERP2,-0.314215053924,0.753357709911,0.0191964585714,0.0122281751869,12,12,12
TNFSF10,TNFSF10,-0.314194306002,0.753373467033,0.00132487051688,0.00333457961885,12,12,12
SNX17,SNX17,0.31364749863,0.753788779868,0.0118551541987,0.0116634599601,19,19,19
CCDC3,CCDC3,-0.313580783043,0.753839456776,0.439117930495,0.345548312889,38,38,38
PDE2A,PDE2A,-0.313500686155,0.753900299471,0.179042707678,0.163103548793,43,43,43
ESCO2,ESCO2,-0.313467599746,0.753925432806,0.0213044175455,0.0384932901781,54,54,54
UBQLN1,UBQLN1,0.313430748485,0.753953426333,0.00194761049027,0.00265581014365,22,22,22
PABPN1L,PABPN1L,0.313421578337,0.753960392353,0.027976425831,0.0170570958543,19,20,20
NF2,NF2,-0.313413869673,0.753966248186,0.00607610625394,0.00543062887745,6,6,6
TYRO3,TYRO3,-0.313338796922,0.754023277416,0.0108935831782,0.0107939787816,14,14,14
WDR20,WDR20,-0.313323601094,0.754034821133,0.000265220743404,0.00218633280803,9,9,9
LAP3,LAP3,-0.313268313052,0.75407682191,0.43672377545,0.365566244094,20,21,21
TSC1,TSC1,0.313263787917,0.754080259561,0.00420967838636,0.00277867978911,11,11,11
HCN2,HCN2,0.313169004333,0.754152265789,0.0575822118665,0.029744042279,9,9,9
CFDP1,CFDP1,0.313081213781,0.754218961381,0.0482314514566,0.0421664123637,28,28,28
HIPK4,HIPK4,0.313037741654,0.754251988384,0.0360720779326,0.0308937172173,27,28,28
RBM44,RBM44,0.312946263864,0.754321488114,0.17904324965,0.1299759843,10,10,10
C6orf47,C6orf47,0.312862350077,0.754385242885,0.011536089081,0.0106621418249,14,16,16
ZNF610,ZNF610,-0.312820282865,0.754417204717,0.0306157028484,0.0221755036341,23,23,23
PUSL1,PUSL1,-0.312564992486,0.754611178292,0.0905956305661,0.0496780442147,16,16,16
RIN3,RIN3,0.312487325692,0.754670193794,0.0229185322751,0.0111134832568,12,12,12
CTBP2,CTBP2,-0.312434932812,0.754710005595,0.00425055178815,0.00657504017602,18,18,18
FBXO31,FBXO31,-0.31229152426,0.754818980847,0.0707432795101,0.0462638451746,30,30,30
C11orf51,C11orf51,-0.312214744426,0.754877327364,0.010373037631,0.00647221947639,4,4,4
MAN2A2,MAN2A2,0.312091009152,0.754971359194,0.0153472454406,0.00694229319805,8,8,8
C19orf46,C19orf46,0.312060703994,0.754994389958,0.000761302678113,0.00230973484128,8,8,8
RPL12,RPL12,-0.311931478114,0.755092599143,0.348890467397,0.291829888818,49,49,49
SEC11A,SEC11A,0.311788635302,0.755201161542,0.0355947537453,0.0262929367012,18,18,18
CDH23,CDH23,-0.311695126462,0.755272232097,0.201389155811,0.144590504263,75,76,76
TMEM44,TMEM44,-0.311506087467,0.755415915817,0.204389503827,0.14176352659,32,32,32
ANGPT4,ANGPT4,-0.311466936419,0.755445674588,0.0880089585741,0.0611122562871,28,29,29
SNTA1,SNTA1,0.311283316749,0.75558524902,0.0206859962112,0.0147623474698,8,8,8
HAT1,HAT1,0.31119528808,0.755652164895,0.0117474272936,0.00586060154543,17,17,17
PDE6H,PDE6H,-0.311187130093,0.755658366364,0.273543302979,0.196243164285,26,26,26
GRINA,GRINA,-0.311091097109,0.755731369075,0.129370870777,0.111750413852,42,42,42
IL12RB1,IL12RB1,0.310937859789,0.755847862109,0.500371044688,0.383312809248,36,36,36
CYP4F3,CYP4F3,0.310785906923,0.755963384165,0.0875645182112,0.0639374440201,23,24,24
ARC,ARC,-0.310647374601,0.756068708016,0.325939781837,0.281102090848,47,49,49
UBA7,UBA7,0.310621980664,0.756088015102,0.335644487646,0.239535898614,25,25,25
RCAN2,RCAN2,0.310132522589,0.756460181264,0.00036503331986,0.00179449405207,12,12,12
CLSPN,CLSPN,0.309849699137,0.756675255717,0.000227302946614,0.00460678912458,12,12,12
NDUFB6,NDUFB6,-0.309845625269,0.756678353847,0.00553381542602,0.00383975548983,10,10,10
TGFBR2,TGFBR2,0.309730411466,0.756765974251,0.134286506442,0.109097221883,48,48,48
CELA1,CELA1,0.309606898617,0.756859909575,0.513485845466,0.414659385928,17,17,17
SLC28A3,SLC28A3,-0.30947816471,0.756957819497,0.0306786510112,0.0304199332991,17,17,17
RIT1,RIT1,0.309472815554,0.756961887938,0.0620962365319,0.0413231838224,9,9,9
LIMA1,LIMA1,-0.309350036434,0.757055272674,0.155084277358,0.119229362525,31,31,31
TDRD6,TDRD6,0.309308704827,0.757086709934,0.18237273272,0.225764593009,109,111,111
CCNB1IP1,CCNB1IP1,0.30924209868,0.757137372125,0.127121971027,0.0782161852165,13,13,13
SIRT1,SIRT1,0.309177199663,0.757186736836,0.209051156919,0.163318594651,15,15,15
MYCBP,MYCBP,-0.30909239267,0.757251245819,0.00159583649713,0.000363985146047,2,2,2
PTPN18,PTPN18,-0.309036061458,0.757294095452,0.00567411687022,0.00967418120702,23,24,24
STT3B,STT3B,-0.30901517483,0.757309983535,0.0247745393632,0.0160513411913,28,28,28
RPAP2,RPAP2,-0.308835482349,0.757446676622,0.00270156564214,0.00461488950097,15,15,15
PAXIP1,PAXIP1,0.308822698401,0.757456401732,0.000258467199475,0.00123862310161,8,8,8
TNFRSF4,TNFRSF4,-0.308757511976,0.757505991486,0.0911968705484,0.0632486958751,15,15,15
TMEM8B,TMEM8B,0.3087027209,0.75754767388,0.0661931742564,0.0450070231064,22,22,22
STAT2,STAT2,0.308681984333,0.757563449439,0.00273249582355,0.00621058257287,18,18,18
CYP51A1,CYP51A1,-0.30821257467,0.757920584719,0.0806923959703,0.0620132326135,26,26,26
BCL7B,BCL7B,0.308189874281,0.757937856892,0.000573583360714,0.00178479441186,3,3,3
SCARA5,SCARA5,-0.308135507864,0.757979223465,0.125817167053,0.114694732975,51,51,51
RAB1B,RAB1B,0.308124313098,0.757987741477,0.00016543841859,0.00135416521205,3,3,3
CHMP4A,CHMP4A,-0.308047848111,0.758045923888,4.35054109015e-05,0.00182339038769,7,7,7
PDZD8,PDZD8,-0.307916378195,0.758145962897,0.443894236579,0.325202458849,64,64,64
NMT2,NMT2,0.307721566122,0.758294208111,0.399213879752,0.398771349747,145,145,145
ZCCHC8,ZCCHC8,-0.307230565649,0.758667881814,7.97022779117e-05,0.000813713397163,5,5,5
ZNF649,ZNF649,0.307182261075,0.75870464684,0.0538514941211,0.0433453692089,23,24,24
CGGBP1,CGGBP1,-0.307166820199,0.758716399138,0.026620585079,0.0168710343425,20,20,20
WAPAL,WAPAL,-0.307163699634,0.758718774257,0.0105040828929,0.00929355104617,10,10,10
OVCH1,OVCH1,0.307128182804,0.758745806923,0.0234164397272,0.012630660219,19,19,19
ITGA5,ITGA5,0.307090802156,0.758774258502,0.000873030227809,0.00334410920827,11,11,11
NUPL2,NUPL2,0.307025190069,0.758824198701,0.0901284336265,0.0597004444211,29,30,30
MSI2,MSI2,0.30682290108,0.758978175938,0.0412178233754,0.0283491110378,45,45,45
ABI1,ABI1,-0.306024982329,0.759585624551,0.0220045338355,0.0344309940623,40,40,40
CPEB4,CPEB4,-0.305949922246,0.759642774779,0.170254094266,0.134552606855,53,56,56
ZNHIT6,ZNHIT6,-0.305765844215,0.759782936075,0.122705111038,0.0931300358527,52,52,52
CCDC137,CCDC137,-0.305619675102,0.759894238258,0.0433459939737,0.0555603502592,53,53,53
IFI27L2,IFI27L2,-0.305611315263,0.759900604106,0.161195872386,0.102515304552,59,61,61
ERO1LB,ERO1LB,0.305595341646,0.759912767736,0.0964843655887,0.0630966737142,37,37,37
PMM1,PMM1,0.305270599222,0.760160066288,0.15750750703,0.150523493113,89,90,90
RBFOX3,RBFOX3,0.305238620438,0.760184420167,0.00230354397385,0.00544057406484,20,20,20
TMEM51,TMEM51,0.305112896724,0.760280169081,0.53541742827,0.535219275237,97,98,98
SRPRB,SRPRB,-0.304855711788,0.76047604793,0.0263404703007,0.0169782109283,17,17,17
KLHL36,KLHL36,0.304848763021,0.760481340508,0.317657828214,0.212259345159,12,12,12
PPIP5K2,PPIP5K2,0.304799096376,0.760519169788,0.184254885193,0.110922985152,62,64,64
RASSF5,RASSF5,0.304739393808,0.760564643825,0.0136207376331,0.00848586093268,9,9,9
MAN2A1,MAN2A1,0.304718304966,0.760580706896,0.0112104454111,0.00844394926115,11,12,12
NRIP2,NRIP2,0.304708411954,0.760588242298,0.0277566508425,0.0278387365768,36,36,36
FAM43A,FAM43A,0.304687800774,0.760603941687,0.342444730906,0.281707015771,42,42,42
MTSS1L,MTSS1L,-0.304650486228,0.760632364163,0.00698831269454,0.0121442984988,15,15,15
FAM22A,FAM22A,0.304265625849,0.760925531014,0.0725522589526,0.0764385309745,49,50,50
KLF7,KLF7,0.304236103477,0.760948021057,0.0215774040278,0.0186873206999,15,15,15
TXLNA,TXLNA,-0.304204955904,0.760971749392,0.00751032506902,0.00553942670945,14,14,14
WDR77,WDR77,-0.304053174884,0.761087379946,0.0210266796424,0.0220217322722,38,38,38
GRHL1,GRHL1,0.303989911345,0.761135577258,0.22518071998,0.188666182762,38,38,38
TAS2R20,TAS2R20,0.303973316107,0.76114822049,0.338828640961,0.22683426949,63,64,64
BCL3,BCL3,0.303633614386,0.761407039318,0.0015248082345,0.00510881602773,11,11,11
SLC22A14,SLC22A14,0.303578104194,0.761449335086,0.0420380170165,0.0375579103673,30,30,30
IQCA1,IQCA1,-0.303399866703,0.761585147245,0.0022482539561,0.00536902199641,15,15,15
GAK,GAK,0.303358379481,0.761616760442,0.0122880380535,0.0241609863537,25,25,25
S100Z,S100Z,0.302974275354,0.761909466067,0.161287669983,0.1053837678,31,32,32
AARSD1,AARSD1,-0.302940565302,0.761935156358,0.0313224828212,0.0185870280144,5,5,5
MMP9,MMP9,0.302824357382,0.762023719941,0.000385187727734,0.000951374105203,5,5,5
PFKFB4,PFKFB4,0.302774204517,0.762061943062,0.0188260134282,0.0409853060322,30,30,30
TMEM204,TMEM204,-0.302761144534,0.762071896593,0.655257386444,0.497433980421,18,18,18
TMEM176B,TMEM176B,0.302697933911,0.76212007247,0.795377983374,0.888087811128,42,43,43
INO80,INO80,-0.302464394752,0.762298071969,3.89481721464e-05,0.000723043147747,2,2,2
METTL14,METTL14,-0.302454174008,0.76230586233,0.0384561608828,0.0255442827825,16,16,16
PLBD2,PLBD2,0.30218406032,0.762511754618,0.0956833143635,0.0713721825403,48,50,50
RALA,RALA,-0.302101444105,0.762574731612,0.00473877165227,0.0027227194496,5,5,5
MYB,MYB,0.302033366078,0.762626627564,0.000166379114499,0.00131667499987,4,4,4
CAPN14,CAPN14,-0.301981199507,0.762666394919,0.0303617794809,0.0169052388854,18,18,18
PIGX,PIGX,0.301978786634,0.762668234303,0.0413094235968,0.0330400662752,31,31,31
GSC,GSC,0.301760739972,0.762834461424,0.129287448831,0.0741610165992,6,6,6
